epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,155.194,1.24191,0.84062,0.90461,0.93678,0.96406,0.98775,0.61593,1.2831,0.79586,0.91674,0.000516482,0.000516482,0.000516482
45,157.882,1.26433,0.85148,0.91976,0.94215,0.95138,0.98723,0.61738,1.29517,0.8046,0.91783,0.000514819,0.000514819,0.000514819
46,160.389,1.26731,0.843,0.91091,0.94141,0.96659,0.99294,0.61868,1.29001,0.76853,0.91312,0.000513156,0.000513156,0.000513156
47,163.026,1.2874,0.85871,0.90148,0.9721,0.97806,0.99393,0.61427,1.29296,0.72986,0.91232,0.000511493,0.000511493,0.000511493
48,166.131,1.2483,0.80141,0.90196,0.9627,0.97059,0.99287,0.60968,1.29735,0.73227,0.91076,0.00050983,0.00050983,0.00050983
49,170.714,1.25374,0.85761,0.90413,0.95111,0.96733,0.99182,0.61365,1.27679,0.74296,0.90712,0.000508166,0.000508166,0.000508166
50,174.548,1.24005,0.85571,0.89797,0.96896,0.97387,0.99294,0.63024,1.24729,0.73814,0.90279,0.000506503,0.000506503,0.000506503
51,177.32,1.25693,0.79014,0.88506,0.95123,0.9679,0.99245,0.62482,1.24907,0.71147,0.90201,0.00050484,0.00050484,0.00050484
52,179.843,1.23486,0.78493,0.89273,0.96409,0.96297,0.99385,0.60551,1.32004,0.72593,0.9118,0.000503177,0.000503177,0.000503177
53,182.339,1.29298,0.8115,0.92237,0.96279,0.96895,0.99442,0.61287,1.30381,0.72744,0.90731,0.000501514,0.000501514,0.000501514
54,186.131,1.21584,0.78826,0.89378,0.96545,0.98816,0.995,0.60977,1.24998,0.69025,0.89447,0.00049985,0.00049985,0.00049985
55,190.65,1.26087,0.77903,0.90309,0.97783,0.97585,0.995,0.60631,1.29158,0.67984,0.91008,0.000498187,0.000498187,0.000498187
56,193.56,1.27627,0.78083,0.90512,0.95217,0.9849,0.995,0.59886,1.3266,0.71034,0.9115,0.000496524,0.000496524,0.000496524
57,196.453,1.21874,0.78538,0.89895,0.93732,0.9927,0.995,0.62033,1.24139,0.70359,0.89948,0.000494861,0.000494861,0.000494861
58,199.304,1.2987,0.78545,0.90573,0.95459,0.98863,0.98319,0.57647,1.30784,0.70592,0.90913,0.000493198,0.000493198,0.000493198
59,202.486,1.28218,0.78596,0.89383,0.96686,0.98471,0.99442,0.60298,1.37072,0.70131,0.91947,0.000491534,0.000491534,0.000491534
60,206.696,1.25917,0.79645,0.89386,0.95693,0.97861,0.99212,0.60552,1.32658,0.6946,0.91236,0.000489871,0.000489871,0.000489871
61,210.842,1.23876,0.7636,0.89315,0.96218,0.98251,0.99269,0.62232,1.26364,0.66195,0.90188,0.000488208,0.000488208,0.000488208
62,213.833,1.20838,0.75668,0.89393,0.94614,0.98689,0.99442,0.63264,1.25483,0.6568,0.9021,0.000486545,0.000486545,0.000486545
63,216.394,1.20279,0.75701,0.89957,0.97591,0.96717,0.99393,0.61131,1.31427,0.70381,0.91247,0.000484882,0.000484882,0.000484882
64,219.13,1.23575,0.76507,0.8968,0.9632,0.98803,0.995,0.63011,1.22242,0.67207,0.89382,0.000483218,0.000483218,0.000483218
65,222.854,1.21014,0.75721,0.88448,0.97026,0.98238,0.995,0.63111,1.20581,0.65891,0.89129,0.000481555,0.000481555,0.000481555
66,227.66,1.22961,0.76814,0.89674,0.97135,0.97115,0.99393,0.61969,1.30715,0.67183,0.9169,0.000479892,0.000479892,0.000479892
67,232.342,1.27842,0.78698,0.90181,0.95815,0.98758,0.995,0.62647,1.26808,0.66563,0.90497,0.000478229,0.000478229,0.000478229
68,236.581,1.25753,0.76327,0.9053,0.96593,0.98047,0.99442,0.62857,1.23453,0.67504,0.89535,0.000476566,0.000476566,0.000476566
69,239.403,1.1754,0.74702,0.88004,0.96551,0.98759,0.995,0.62563,1.25906,0.65797,0.90032,0.000474902,0.000474902,0.000474902
70,242.922,1.21587,0.74227,0.89887,0.97146,0.97741,0.995,0.60821,1.3106,0.66638,0.9138,0.000473239,0.000473239,0.000473239
71,247.23,1.17646,0.74635,0.87704,0.97487,0.97644,0.995,0.63064,1.21261,0.6323,0.89528,0.000471576,0.000471576,0.000471576
72,251.097,1.19219,0.72975,0.88309,0.98117,0.97838,0.99393,0.62507,1.2327,0.6262,0.89682,0.000469913,0.000469913,0.000469913
73,253.764,1.19859,0.75332,0.89213,0.97516,0.98833,0.99393,0.61415,1.29186,0.6439,0.90698,0.00046825,0.00046825,0.00046825
74,256.361,1.18031,0.72538,0.88264,0.98112,0.98978,0.99442,0.62732,1.20514,0.63232,0.89543,0.000466586,0.000466586,0.000466586
75,259.196,1.17939,0.74708,0.89166,0.98408,0.98342,0.99442,0.63435,1.19953,0.61709,0.89379,0.000464923,0.000464923,0.000464923
76,263.137,1.149,0.71704,0.88828,0.98092,0.98414,0.995,0.63244,1.23754,0.63936,0.89776,0.00046326,0.00046326,0.00046326
77,268.108,1.14608,0.71646,0.87919,0.97849,0.98197,0.99442,0.62746,1.2554,0.65168,0.9005,0.000461597,0.000461597,0.000461597
78,270.95,1.1337,0.72398,0.88544,0.95683,0.99746,0.995,0.63431,1.20389,0.65785,0.89107,0.000459934,0.000459934,0.000459934
79,273.668,1.17783,0.73271,0.87533,0.9632,0.98799,0.995,0.63117,1.24518,0.66941,0.89661,0.00045827,0.00045827,0.00045827
80,276.289,1.12191,0.70035,0.88444,0.97435,0.98149,0.995,0.62638,1.24044,0.64378,0.8992,0.000456607,0.000456607,0.000456607
81,279.518,1.15882,0.71065,0.89657,0.97632,0.97347,0.995,0.6241,1.23345,0.65081,0.89894,0.000454944,0.000454944,0.000454944
82,284.251,1.16102,0.71315,0.88303,0.97959,0.97586,0.995,0.62943,1.23465,0.64757,0.90036,0.000453281,0.000453281,0.000453281
83,287.857,1.15739,0.71059,0.87177,0.9779,0.97466,0.995,0.64332,1.21321,0.61684,0.8948,0.000451618,0.000451618,0.000451618
84,290.66,1.11679,0.68813,0.87886,0.95834,0.99623,0.995,0.63479,1.21412,0.62426,0.89356,0.000449954,0.000449954,0.000449954
85,293.348,1.14777,0.70478,0.87237,0.98124,0.97198,0.995,0.63129,1.20166,0.63507,0.88979,0.000448291,0.000448291,0.000448291
86,296.163,1.1631,0.71778,0.87871,0.97335,0.98714,0.995,0.63952,1.20741,0.62018,0.89148,0.000446628,0.000446628,0.000446628
87,300.541,1.13081,0.69233,0.87382,0.9754,0.98926,0.995,0.63683,1.19123,0.62574,0.88527,0.000444965,0.000444965,0.000444965
88,304.833,1.11693,0.68773,0.8868,0.97713,0.99043,0.995,0.6419,1.21131,0.63418,0.89003,0.000443302,0.000443302,0.000443302
89,307.821,1.14818,0.71829,0.87912,0.95245,0.99244,0.995,0.64581,1.20361,0.65086,0.89322,0.000441638,0.000441638,0.000441638
90,310.768,1.12792,0.69579,0.87928,0.97939,0.98629,0.995,0.64427,1.18676,0.61431,0.88993,0.000439975,0.000439975,0.000439975
91,313.263,1.13387,0.69916,0.87391,0.97067,0.98109,0.995,0.64162,1.19315,0.62827,0.89195,0.000438312,0.000438312,0.000438312
92,316.263,1.16043,0.71828,0.88889,0.96551,0.98773,0.995,0.64706,1.18346,0.6377,0.88699,0.000436649,0.000436649,0.000436649
93,320.287,1.15448,0.72909,0.88395,0.96952,0.98996,0.995,0.64609,1.18908,0.64064,0.88921,0.000434986,0.000434986,0.000434986
94,324.699,1.12118,0.69365,0.87993,0.97746,0.98479,0.99442,0.64175,1.19657,0.62404,0.89162,0.000433322,0.000433322,0.000433322
95,327.773,1.11983,0.66641,0.87946,0.97998,0.97358,0.99442,0.63062,1.20823,0.63504,0.8915,0.000431659,0.000431659,0.000431659
96,330.514,1.15832,0.70343,0.88036,0.9692,0.98505,0.995,0.65063,1.18746,0.63842,0.8898,0.000429996,0.000429996,0.000429996
97,333.104,1.11495,0.68516,0.88647,0.96813,0.99563,0.995,0.65683,1.18099,0.63694,0.8871,0.000428333,0.000428333,0.000428333
98,336.179,1.10196,0.66673,0.86891,0.97473,0.98293,0.995,0.65464,1.2037,0.62329,0.89081,0.00042667,0.00042667,0.00042667
99,340.909,1.11162,0.67971,0.87794,0.97095,0.97073,0.995,0.61929,1.26888,0.64176,0.89965,0.000425006,0.000425006,0.000425006
100,344.92,1.07662,0.66284,0.87076,0.96321,0.97745,0.995,0.64673,1.19255,0.63578,0.88163,0.000423343,0.000423343,0.000423343
101,347.439,1.11548,0.67149,0.8805,0.97066,0.9803,0.995,0.64613,1.1955,0.63733,0.88096,0.00042168,0.00042168,0.00042168
102,350.405,1.14945,0.71571,0.88917,0.97619,0.97201,0.995,0.63637,1.25265,0.63217,0.89635,0.000420017,0.000420017,0.000420017
103,353.017,1.12381,0.66852,0.87567,0.97611,0.97701,0.995,0.62745,1.2155,0.61963,0.88848,0.000418354,0.000418354,0.000418354
104,356.562,1.15998,0.67585,0.86508,0.97588,0.98203,0.995,0.63435,1.20734,0.61842,0.88831,0.00041669,0.00041669,0.00041669
105,361.117,1.12441,0.68967,0.8847,0.97002,0.99496,0.995,0.6364,1.22795,0.61733,0.89355,0.000415027,0.000415027,0.000415027
106,364.426,1.12103,0.66468,0.88221,0.96875,0.99659,0.995,0.63784,1.21439,0.61589,0.89247,0.000413364,0.000413364,0.000413364
107,367.101,1.1006,0.69049,0.88566,0.96429,0.99557,0.995,0.62104,1.22366,0.59283,0.89129,0.000411701,0.000411701,0.000411701
108,369.663,1.11995,0.68609,0.87498,0.97191,0.99241,0.995,0.64638,1.19553,0.58773,0.88898,0.000410038,0.000410038,0.000410038
109,372.433,1.10401,0.67138,0.87915,0.97543,1,0.995,0.62507,1.27449,0.60609,0.90083,0.000408374,0.000408374,0.000408374
110,376.875,1.06017,0.63924,0.86926,0.97589,0.99963,0.995,0.63485,1.23606,0.60715,0.89595,0.000406711,0.000406711,0.000406711
111,381.189,1.10834,0.65779,0.87129,0.98559,0.99155,0.995,0.63443,1.21277,0.58674,0.89032,0.000405048,0.000405048,0.000405048
112,384.035,1.04966,0.63872,0.85622,0.97664,0.99208,0.995,0.64095,1.19979,0.59506,0.88827,0.000403385,0.000403385,0.000403385
113,386.858,1.01991,0.6263,0.86242,0.98252,0.9878,0.995,0.63364,1.21,0.6014,0.88982,0.000401722,0.000401722,0.000401722
114,389.621,1.12538,0.69178,0.87203,0.97154,0.995,0.995,0.62551,1.22768,0.60006,0.89268,0.000400058,0.000400058,0.000400058
115,393.096,1.11509,0.66658,0.87434,0.97533,0.98759,0.995,0.64248,1.21543,0.60074,0.89164,0.000398395,0.000398395,0.000398395
116,397.79,1.07952,0.6451,0.86588,0.98192,0.98472,0.99442,0.63488,1.21484,0.58839,0.89172,0.000396732,0.000396732,0.000396732
117,401.472,1.08646,0.63713,0.87771,0.98111,0.99108,0.995,0.62274,1.22791,0.5979,0.89116,0.000395069,0.000395069,0.000395069
118,404.246,1.07846,0.63966,0.8738,0.98052,0.99541,0.995,0.62763,1.2445,0.5996,0.89459,0.000393406,0.000393406,0.000393406
119,406.884,1.07043,0.65294,0.87555,0.97578,0.9905,0.99442,0.63851,1.21394,0.60419,0.89013,0.000391742,0.000391742,0.000391742
120,409.612,1.06919,0.66893,0.88139,0.98304,0.98565,0.995,0.64372,1.2033,0.58462,0.8895,0.000390079,0.000390079,0.000390079
121,413.873,1.06683,0.64909,0.86554,0.98604,0.98193,0.995,0.63261,1.23853,0.59355,0.89455,0.000388416,0.000388416,0.000388416
122,418.126,1.10518,0.6667,0.86767,0.98735,0.98222,0.995,0.63064,1.28936,0.60055,0.90367,0.000386753,0.000386753,0.000386753
123,421.121,1.07243,0.6318,0.87284,0.9763,0.99737,0.995,0.64876,1.19956,0.5794,0.88963,0.00038509,0.00038509,0.00038509
124,423.904,1.07479,0.66255,0.871,0.9839,0.98732,0.995,0.6516,1.18004,0.57495,0.8861,0.000383426,0.000383426,0.000383426
125,426.408,1.07711,0.64499,0.86186,0.98095,0.9908,0.995,0.65614,1.18005,0.57859,0.88449,0.000381763,0.000381763,0.000381763
126,429.72,1.06727,0.64226,0.85646,0.9786,0.99494,0.995,0.64766,1.19425,0.57709,0.88513,0.0003801,0.0003801,0.0003801
127,434.176,1.04316,0.62975,0.86724,0.97612,0.99498,0.995,0.65075,1.19376,0.58116,0.88273,0.000378437,0.000378437,0.000378437
128,438.418,1.054,0.64746,0.86387,0.98511,0.99126,0.995,0.65669,1.17787,0.56726,0.87902,0.000376774,0.000376774,0.000376774
129,441.172,1.05319,0.63174,0.8583,0.98333,0.9938,0.995,0.65723,1.17656,0.56583,0.88196,0.00037511,0.00037511,0.00037511
130,443.862,1.07652,0.6266,0.86196,0.9814,0.99419,0.995,0.63768,1.24221,0.58198,0.89272,0.000373447,0.000373447,0.000373447
131,446.669,1.06236,0.6209,0.87207,0.97653,0.99032,0.995,0.64676,1.15801,0.59517,0.87842,0.000371784,0.000371784,0.000371784
132,450.438,1.06314,0.63582,0.87237,0.97678,0.97372,0.995,0.62967,1.17919,0.596,0.88323,0.000370121,0.000370121,0.000370121
133,454.853,1.06269,0.64357,0.86339,0.96982,0.98269,0.995,0.6373,1.18257,0.58747,0.88403,0.000368458,0.000368458,0.000368458
134,459.193,1.02842,0.62125,0.86712,0.97821,0.98265,0.995,0.64092,1.17609,0.56929,0.88242,0.000366794,0.000366794,0.000366794
135,463.835,1.04315,0.62366,0.86327,0.9823,0.98322,0.995,0.64417,1.15983,0.57609,0.8773,0.000365131,0.000365131,0.000365131
136,467.134,1.0592,0.63242,0.85955,0.97874,0.98114,0.995,0.64248,1.1737,0.57384,0.8774,0.000363468,0.000363468,0.000363468
137,471.525,1.04739,0.61627,0.85885,0.97495,0.97819,0.995,0.64989,1.15886,0.56983,0.8749,0.000361805,0.000361805,0.000361805
138,475.796,1.02065,0.61231,0.85996,0.96909,0.98209,0.995,0.62755,1.1859,0.57188,0.88044,0.000360142,0.000360142,0.000360142
139,478.471,1.04164,0.61531,0.86497,0.9855,0.98415,0.995,0.63354,1.2092,0.57728,0.88611,0.000358478,0.000358478,0.000358478
140,481.031,1.02504,0.60655,0.8661,0.96886,0.99222,0.995,0.6282,1.20587,0.59591,0.88146,0.000356815,0.000356815,0.000356815
141,483.744,1.0227,0.61633,0.85501,0.96509,0.99593,0.995,0.63663,1.21035,0.59735,0.88364,0.000355152,0.000355152,0.000355152
142,487.501,1.0689,0.64878,0.87098,0.96486,0.98983,0.995,0.61948,1.31086,0.62552,0.90361,0.000353489,0.000353489,0.000353489
143,491.848,1.03025,0.60672,0.8615,0.9838,0.98112,0.995,0.63336,1.21559,0.58491,0.8865,0.000351826,0.000351826,0.000351826
144,495.382,1.07538,0.62438,0.87052,0.97477,0.99223,0.995,0.62224,1.22715,0.59636,0.88672,0.000350162,0.000350162,0.000350162
145,498.002,1.05651,0.61591,0.86682,0.97403,0.99338,0.995,0.61706,1.25716,0.59605,0.89153,0.000348499,0.000348499,0.000348499
146,500.732,1.05772,0.62289,0.84999,0.97616,0.99461,0.995,0.63667,1.20614,0.58454,0.88117,0.000346836,0.000346836,0.000346836
147,503.514,1.05961,0.60372,0.86781,0.97031,0.99226,0.995,0.63147,1.18076,0.57322,0.88199,0.000345173,0.000345173,0.000345173
148,507.434,1.07848,0.62003,0.86026,0.98343,0.97817,0.995,0.62748,1.20299,0.58354,0.88733,0.00034351,0.00034351,0.00034351
149,512.125,1.05202,0.60543,0.84917,0.98346,0.97866,0.995,0.63581,1.21308,0.57889,0.88767,0.000341846,0.000341846,0.000341846
150,515.118,1.05862,0.62194,0.86135,0.96361,0.99321,0.995,0.64629,1.15694,0.56888,0.87584,0.000340183,0.000340183,0.000340183
151,517.908,0.99829,0.60101,0.85456,0.97834,0.98782,0.995,0.63573,1.15341,0.57566,0.87697,0.00033852,0.00033852,0.00033852
152,520.656,1.02437,0.59817,0.87167,0.97709,0.99289,0.995,0.63316,1.19507,0.56963,0.88382,0.000336857,0.000336857,0.000336857
153,523.644,1.02737,0.60441,0.84962,0.97582,0.99115,0.995,0.63864,1.19654,0.56647,0.88447,0.000335194,0.000335194,0.000335194
154,528.168,1.01589,0.60342,0.86766,0.98005,0.97978,0.995,0.64253,1.16026,0.55593,0.88088,0.00033353,0.00033353,0.00033353
155,531.882,1.02373,0.60656,0.86014,0.98078,0.97885,0.995,0.65158,1.15676,0.55916,0.87874,0.000331867,0.000331867,0.000331867
156,534.584,1.03934,0.61566,0.8605,0.9802,0.98924,0.995,0.63796,1.19226,0.56553,0.8809,0.000330204,0.000330204,0.000330204
157,537.123,1.03232,0.61763,0.85497,0.98196,0.98861,0.995,0.64531,1.16366,0.55719,0.87702,0.000328541,0.000328541,0.000328541
158,539.655,0.98183,0.58473,0.85126,0.97569,0.98616,0.995,0.64717,1.16094,0.55241,0.87829,0.000326878,0.000326878,0.000326878
159,543.79,1.03149,0.60157,0.85003,0.96578,0.98749,0.995,0.64154,1.21356,0.57391,0.88839,0.000325214,0.000325214,0.000325214
160,548.365,1.04726,0.6024,0.85276,0.97587,0.9845,0.995,0.65014,1.17648,0.56561,0.87827,0.000323551,0.000323551,0.000323551
161,551.436,1.01566,0.59241,0.86204,0.97706,0.98695,0.995,0.63477,1.18155,0.56797,0.87778,0.000321888,0.000321888,0.000321888
162,554.053,1.03136,0.60932,0.85852,0.97592,0.99539,0.995,0.64485,1.19365,0.55745,0.87936,0.000320225,0.000320225,0.000320225
163,556.882,1.00573,0.59386,0.85379,0.97483,0.99101,0.995,0.65147,1.17466,0.55708,0.87887,0.000318562,0.000318562,0.000318562
164,559.998,0.99332,0.5884,0.84863,0.97208,0.99034,0.995,0.6529,1.18066,0.5548,0.88129,0.000316898,0.000316898,0.000316898
165,564.006,0.97802,0.57315,0.8575,0.97375,0.98862,0.995,0.65149,1.19248,0.56023,0.8831,0.000315235,0.000315235,0.000315235
166,568.537,1.00115,0.5813,0.86003,0.97095,0.99649,0.995,0.64459,1.18329,0.55989,0.87845,0.000313572,0.000313572,0.000313572
167,571.57,1.00038,0.5849,0.85086,0.97086,0.99103,0.995,0.6323,1.25223,0.58147,0.89115,0.000311909,0.000311909,0.000311909
168,574.357,1.00777,0.58048,0.85192,0.9734,0.98497,0.995,0.631,1.25216,0.58776,0.88966,0.000310246,0.000310246,0.000310246
169,577.058,0.98222,0.60748,0.85907,0.97556,0.98546,0.995,0.64383,1.20399,0.56749,0.88146,0.000308582,0.000308582,0.000308582
170,580.795,0.99949,0.59238,0.8572,0.97789,0.98254,0.995,0.63594,1.19618,0.55616,0.882,0.000306919,0.000306919,0.000306919
171,585.07,1.0174,0.59321,0.84541,0.98068,0.98705,0.995,0.63868,1.20769,0.56504,0.88256,0.000305256,0.000305256,0.000305256
172,589.044,0.97122,0.5707,0.84743,0.98307,0.98794,0.995,0.64281,1.1774,0.55413,0.87869,0.000303593,0.000303593,0.000303593
173,591.729,1.01506,0.58419,0.85676,0.98045,0.98995,0.995,0.64096,1.16871,0.5574,0.87695,0.00030193,0.00030193,0.00030193
174,594.196,1.01267,0.5886,0.84607,0.97594,0.99669,0.995,0.63506,1.22489,0.57352,0.88442,0.000300266,0.000300266,0.000300266
175,597.011,0.97724,0.58804,0.84282,0.97696,0.99689,0.995,0.63356,1.21602,0.56384,0.88185,0.000298603,0.000298603,0.000298603
176,600.986,0.9887,0.58098,0.85016,0.98018,0.99024,0.995,0.63632,1.21424,0.56403,0.88052,0.00029694,0.00029694,0.00029694
177,605.273,0.94722,0.57301,0.84794,0.97993,0.98475,0.995,0.64103,1.21959,0.56947,0.88273,0.000295277,0.000295277,0.000295277
178,608.149,0.98703,0.5915,0.85044,0.9704,0.99553,0.995,0.64046,1.1973,0.55953,0.88174,0.000293614,0.000293614,0.000293614
179,610.761,0.9819,0.57066,0.84801,0.98583,0.99485,0.995,0.65018,1.18232,0.55285,0.87739,0.00029195,0.00029195,0.00029195
180,613.593,0.95777,0.56536,0.85206,0.98104,0.99614,0.995,0.64471,1.18629,0.56246,0.87689,0.000290287,0.000290287,0.000290287
181,616.637,0.96189,0.56832,0.852,0.98101,0.99498,0.995,0.63536,1.20192,0.56953,0.8793,0.000288624,0.000288624,0.000288624
182,621.004,0.93982,0.57545,0.84278,0.9804,0.99574,0.995,0.63353,1.19607,0.56674,0.88137,0.000286961,0.000286961,0.000286961
183,624.785,0.97651,0.58635,0.84556,0.97628,0.99191,0.995,0.63871,1.18755,0.56203,0.87808,0.000285298,0.000285298,0.000285298
184,627.642,1.0082,0.59368,0.8521,0.97815,0.98958,0.995,0.63565,1.19803,0.56504,0.88063,0.000283634,0.000283634,0.000283634
185,630.386,1.00689,0.58161,0.85677,0.97718,0.99237,0.995,0.63247,1.21473,0.57099,0.88391,0.000281971,0.000281971,0.000281971
186,632.916,0.96354,0.56464,0.84301,0.98067,0.98959,0.995,0.62903,1.24132,0.58319,0.89202,0.000280308,0.000280308,0.000280308
187,636.953,0.97261,0.58128,0.8622,0.979,0.99433,0.995,0.63538,1.19096,0.56643,0.88188,0.000278645,0.000278645,0.000278645
188,641.382,0.94822,0.57342,0.84248,0.97968,0.99449,0.995,0.63108,1.21903,0.56644,0.88849,0.000276982,0.000276982,0.000276982
