epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,609.52,0.98093,0.59941,0.84593,0.98197,0.99501,0.995,0.64123,1.16073,0.55118,0.87904,5.82708e-05,5.82708e-05,5.82708e-05
184,612.074,1.00793,0.60081,0.85338,0.98366,0.99395,0.995,0.64669,1.17639,0.54713,0.88001,5.53602e-05,5.53602e-05,5.53602e-05
185,614.593,0.99978,0.58614,0.85539,0.98349,0.99442,0.995,0.64549,1.17943,0.55127,0.88017,5.24496e-05,5.24496e-05,5.24496e-05
186,617.732,0.94799,0.57265,0.84296,0.98341,0.99458,0.995,0.63602,1.1825,0.55427,0.88076,4.9539e-05,4.9539e-05,4.9539e-05
187,621.78,0.95331,0.58377,0.85982,0.9832,0.99604,0.995,0.64047,1.17215,0.55121,0.87915,4.66284e-05,4.66284e-05,4.66284e-05
188,625.85,0.93675,0.57522,0.84114,0.98326,0.99479,0.995,0.63491,1.1649,0.55144,0.87943,4.37178e-05,4.37178e-05,4.37178e-05
189,628.38,0.96043,0.57673,0.84095,0.98268,0.99484,0.995,0.63606,1.16015,0.55452,0.87882,4.08072e-05,4.08072e-05,4.08072e-05
190,630.913,0.98743,0.59079,0.85674,0.98266,0.99404,0.995,0.63801,1.15969,0.5549,0.87888,3.78966e-05,3.78966e-05,3.78966e-05
191,643.384,1.01568,0.64227,0.86136,0.98301,0.99417,0.995,0.63674,1.16067,0.55237,0.87892,3.4986e-05,3.4986e-05,3.4986e-05
192,648.708,1.014,0.64722,0.85418,0.9824,0.99853,0.995,0.63482,1.15973,0.5603,0.87675,3.20754e-05,3.20754e-05,3.20754e-05
193,652.566,0.99563,0.62631,0.84869,0.98144,0.99663,0.995,0.63197,1.16124,0.56134,0.87737,2.91648e-05,2.91648e-05,2.91648e-05
194,657.699,1.00516,0.64777,0.85101,0.98386,0.98896,0.995,0.63527,1.16626,0.56423,0.87821,2.62542e-05,2.62542e-05,2.62542e-05
195,661.979,0.96955,0.60874,0.85868,0.98304,0.98774,0.995,0.63879,1.17114,0.56795,0.87923,2.33436e-05,2.33436e-05,2.33436e-05
196,664.727,0.97732,0.61128,0.86975,0.98315,0.98707,0.995,0.63916,1.17026,0.56664,0.87948,2.0433e-05,2.0433e-05,2.0433e-05
197,667.137,0.97599,0.61617,0.84514,0.9831,0.98725,0.995,0.63423,1.17502,0.56772,0.87978,1.75224e-05,1.75224e-05,1.75224e-05
198,669.718,0.9686,0.61759,0.84831,0.98352,0.98718,0.995,0.63905,1.17932,0.56688,0.88044,1.46118e-05,1.46118e-05,1.46118e-05
199,672.796,0.98056,0.59648,0.85578,0.97941,0.99381,0.995,0.64146,1.18603,0.56715,0.88212,1.17012e-05,1.17012e-05,1.17012e-05
200,677.209,0.97682,0.59861,0.85291,0.97994,0.99462,0.995,0.64048,1.1902,0.56735,0.8821,8.7906e-06,8.7906e-06,8.7906e-06
